number,name,credit,sylabus
204714,פרויקט/נושא מיוחד באדר.נוף-55 א',2.5,"מקצוע בחירה המהווה מסגרת ללימוד פרויקט/נושא מיוחד בהיקף מצומצם בסדנת תכנון, שאינו נלמד בסדנאות תכנון אחרות באדריכלות נוף. נושא התכנון, רמתו ודרישות הקדם יהיו שונים ויקבעו על-פי מנחה הקורס. נושא א'."
204716,פרויקט/נושא מיוחד באדר.נוף-44א',2,בעיה מיוחדת בתכנון נוף. הפרטים יקבעו בהתאם לנושא. נושא א'.
204722,סיור לימודי באדריכלות נוף 1,1,"סיור לימודי באתרים נבחרים. לימוד היבטים היסטוריים, תרבותיים, סביבתיים ותפעוליים של האתרים. פגישה עם מתכננים ומפעילי האתרים. על המשתתפים להכין חומר רקע טרם ביקור ולהגיש עבודה מסכמת."
205000,מבוא לשימור,2,"המורשת הבנויה והתפתחות תנועת השימור בעידן המודרני, ערכים מוחשיים ובלתי מוחשיים, אותנטיות ושיחזור כמושגי יסוד, כלים למיון והערכה-תיעוד, סקרים, קריטריונים, גישות ומנגנונים לשימור בישראל מראשית המאה ה-02 ועד היום, כיוונים עכשויים בשימור."
205011,שיטות וכלים להערכה ועיצוב המרחב,2,"הערכה ומדידת הסביבה העירונית בעזרת שימוש בשיטות וכלים מתקדמים, למדידה גיאומטרית כמותית להערכת הסביבה הבנויה והאיכות הסביבתית הנוצרת בה. בקורס יבחנו היבטים שונים למדידה, השפעתם על הסביבה הבנויה ותרומתם הפוטנציאלית לפיתוח אדריכלי ועירוני עתידי."
205012,מבוא לחברה ורוח בארכיטקטורה,3,"הקורס ידון במסכת של סוגיות, פרקים היסטוריים ורעיונות מתחום מדעי הרוח והחברה כמבוא ללימודים בתחומים אלה בפקולטה לארכיטקטורה."
205013,מבוא למקצועות המרחב,2,"סקירה של הדיסציפלינות העוסקות בעיצוב הסביבה הפיזית: עיצוב תעשייתי, עיצוב פנים, עיצוב אדריכלי, עיצוב נוף, עיצוב עירוני, תכנון אורבני, תכנון אזורי: התנגשויות, שיתופי פעולה אפשריים, מקרי מבחן, תיאוריה והיסטוריה."
205017,תולדות האדריכלות בעידן המודרני,3,"מקורותיה והתפתחותה של אדריכלות מודרנית. התפתחות המרחב הבנוי והפתוח המודרני משורשיו ברנסנס, המהפכה התעשייתית ועד למלחמת העולם השניה. בחינת היבטים היסטוריים ותאורטיים תוך ניתוח מבחר תנועות, ארכיטקטים ובניינים ומרחבים פתוחים משמעותיים."
205034,מבוא לשיטות תכנון באדריכלות,2,"הקורס סוקר את התפתחות שיטות התכנון באדריכלות. הקורס מתמקד בסקירה, ניתוח ולימוד שיטת תכנון אדריכליות בעידן המודרני, בקונטקסט היסטורי. הקורס יקנה ידע תאורטי ומעשי בשימוש בשיטות תכנון עכשוויות."
205071,מורפולוגיה 1,3,"מבוא למורפולוגיה כללית של צורות מרחביות: קשרי צורה - תהליכים - פרמטרים מורפולוגיים (צורות בטבע ובמעשי ידי אדם). מרחב - אפשרויות מורפולוגי. מערכים מרחביים: סדר ואי-סדר, טרנספורמציות, סימטריה, אופרציות ושילוביהן, מחזוריות. חבורות סימטריה: בפס, במישור ובמרחב. רשתות וריצופים. פאונים (פוליהדרה) סופיים (ישרי-פאות ועקומי-פאות). משטחים ומעטפות בעלי גנוסים שונים. אריזות צפופות ודלילות במרחב. פיאונים (פוליהדרה) אינסופיים. מבוא למורפולוגיה ארכיטקטונית וגיאומטריה בארכיטקטורה. נושאים נוספים: פרקטלים. מידות ופרופורציות."
205096,תולדות האומנות כאם האדריכלות,2,"הערה: קביעת הציון עפ""י מבחן בית. מבוא כללי לתולדות האומנות והבנתה על רקע היבטים חברתיים, מדיניים ותרבותיים של התקופות השונות. דיון בהיסטוריה האינטלקטואלית  של מחקר בארכיטקטורה והתפתחותו מתוך הדיסציפלינה של תולדות האומנות."
205104,"הסט' ותיאוריה של אדר' מלח""ע-כיום",4,"קביעת הציון עפ""י מעקב לאורך הסמסטר, מבחן ועבודת גמר. הקורס בוחן ההיסטוריה והתיאוריה של הדריכלות והעירוניות בתקופה שלאחר מלחמת העולם השניה ועד היום, ובעקבות השבר החברתי, המוסרי והמקצועי שהביאה. הקורס סוקר תימות מרכזיות בתיאוריות האדריכלות בת זמננו בראי התמורות החברתיות, הטכנולוגיות ואידיאולוגיות. הקורס כולל תרגילי קריאה ועבודת חקר בניתוח פרויקטים."
205152,סוגיות בסוציולוגיה אורבנית,2,"הקורס סוקר תיאוריות ומתודולוגיות של חשיבה חברתית על העיר ועל העירוניות. התיאוריות המוצעות נבחנות לנוכח אתגרי העיר בכלל והעיר הישראלית בפרט: אי שיוויון חברתי, ג'נטריפקציה, חלוקת עבודה, שיקום שכונות, אימהות בערים ושאלות של (אי)זרחות בערים. הטמעת כלי ניתוח מעמיקים של תופעות חברתיות העומדות בראש סדר היום האורבאני לצד יכולות של פיתוח מדיניות, יישום והתערבות לשינויין."
205154,סוגיות בפסיכולוגיה לאדריכלים,2,"הקורס עוסק ביחסי הפרט והקהילה עם המרחב הבנוי והפתוח ודרכי לימוד וחקירה של יחסים אלו דרך מושגי יסוד של קוגניציות, עמדות התנהגות, רגשות, זהות, קהילתיות, פרקטיקות חברתיות ותיאוריות של חיי יומיום. הבנה ועיצוב של משמעויות ותרבויות במרחב ושל פיתוח מדיניות והתערבות מרחביים בהתאמה."
205162,אוריינות# מרחב וטקסט,3,"הקורס מקנה כלים לקריאה של המרחב באמצעות תרגול הדרגתי של מיומנויות קריאה בארכיטקטורה. פיתוח אוריינות בחומרים ראשוניים כולל קריאה וניתוח של המרחב (חזית, מבנה, רחוב, כיכר) וכן של ייצוגים אדריכליים (תוכניות, חתכים, חזיתות). פיתוח אוריינות בחומרים משניים כולל קריאה וניתוח של טקסטים אודות המרחב (מסמכי תכנון, טקסטים פרשניים)."
205257,מבוא לעיצוב עירוני,3,"לימוד המערכות המרחביות והפיסיות של העיר, הפרבר והמרחב המטרופוליטני: סטרוקטורות, מרקמים, חללים פתוחים וטיפולוגיות, והדרך שבה התפתחו. הבנתן בהקשר של מערכות תיפקודיות וסוגיות חברתיות, תרבותיות, סביבתיות, כלכליות, משפטעות ועוד. פיתוח היכרות, ניתוח וביקורת של תקדימים מהארץ ומהעולם של טקסטים מרכזיים מתחום העיצוב העירוני."
205301,תחיקת התכנון,2.5,"סיבות להתערבות תחיקתית בתכנון פיזי וארכיטקטוני. חקיקה ראשית ומשנית. פיקוח על הסביבה באמצעות תחיקה. עיקרי חוק התכנון והבניה תשכ""ח ותקנותיו, מוסדות התכנון. תכניות. מטרות לתכניות, כולל שמירת קרקע חקלאית. היתרי בניה והקלות. גמישות בתכניות ושיקול דעת רשויות התכנון. תהליך אישור תכניות ותוצאותיו, אמצעי ביצוע, עברות ועונשים."
205304,מיני סטודיו עיצוב א',3,"הקורס עוסק בעיצוב חללים וריהוט כחלק משמעותי מהתמחותו של האדריכל והשלמות באדריכלות. התנסות מעשית בפעולות עיצוב בחללים מגוונים ובקני מידה שונים. תתאפשר בחירה בין נושאים של עיצוב פנים וריהוט בחלל בנוי ועיצוב חללים וריהוט בחלל פתוח עם דגשים אפשריים על עיצוב קומפקטי, עיצוב תלוי חומר, עיצוב ניסיוני ועוד. הסטודיו ילוווה בסדרת הרצאות שישלבו הצגת תפיסות ותכנים מובילים ועדכניים בתחום, בסיס ידע טכני- טכנולוגי, שיטות עיצוב וייצור יחד עם הדגמה של עבודות מופת ויוצרים מקומיים."
205406,עיצוב תעשייתי 1,2.5,התפתחות מקצוע העיצוב התעשייתי ומיקומו בתעשיה. עקרונות ותהליך העיצוב התעשייתי. מבוא להבנת השפעות הגומלין של: אדם (צרכן) - מכונה (מוצר) - סביבה. פרויקטים - כלים ידניים בבית ומיכשור ביתי בייצור תעשייתי.
205427,טכנולוגיות בנייה 2,3,"עקרונות של מעבר וקשר מסוגים שונים בין חללי המבנה וסביבתם ובין חללים בתוך המבנה. תנועה אנכית, אופקית מדורגת ומשופעת במבנה ועם סביבתו. יושם דגש על פתחים מסוגים שונים, כולל סוגיות של שקיפות, הצללה, נעילה אבטחה ונגישות."
205435,סדנה הנדסית 2א',2.5,"הקורס עוסק בפרוייקט סמסטריאלי בראיה אינטגרטיבית של אדריכלות, הנדסה ותעשיה. במסגרת הקורס מוצעת בחירה בין קבוצות העוסקות בנושאים שונים."
205458,תכן מבנים 1,3,"הקניית ידע בסיסי בתכן מבנים והתנהגות המערכות הסטרוקטורליות, תוך הבנת ההשלכות ההדדיות בין תכנון הנדסי ותכנון אדריכלי. דגש יינתן בנושאי יציבות, חוזק, בקשר בין צורת המבנה למאפייניו המבניים, בקשיחותו, באופן העברת הכוחות ובניצול החומר."
205459,תכן מבנים 2,3,עקרונות להבנת ההתנהגות הסטאטית של רכיבי מבנה ומערכות המורכבות מאלמנטים קוויים והשפעתן על התכנון האדריכלי. עיצוב צורת החתך וצורת הרכיב. שיטות אנליטיות בתכן מבנים.
205492,אקלים ואנרגיה בארכיטקטורה,3,"עקרונות התכנון האקלימי-אנרגטי להשגת תנאי נוחות תרמית בקיץ ובחורף בבניינים, בסביבתם ובמרחב הפתוח, בהשקעה מינימלית של אנרגיה מתכלה. חישובי מעבר חום בבניין. מאזן אנרגיה בבניין. תנאים להשגת נוחות תרמית-אקלימית. תכנון אקלימי-אנרגטי. נתוני אקלים לתכנון מבנים ושטחים פתוחים בישראל. הדגש יושם על הבנת העקרונות הפיסיקליים, תוך הקניית כלי תכנון איכותיים וכמותיים בצורה ידנית ובעזרת מחשב."
205501,אור ותאורה,2,"תכונות מנגנון הראייה וקליטת הסביב החזותי. פילוג ההארה ומערך הצבעים בחלל המואר. האור הטבעי, תכונותיו וניצולו להארת בניינים. אור השמש הישיר, הצללה. דרישות אנוש. מקורות האור, תכונות ותחומי ניצול, גופי תאורה, מדידות וחישובים של תאורה טבעית וחשמלית. שיטות מחשב לחישוב תאורה. שילוב מאור טבעי ומלאכותי בבניינים. מאור חוץ ברחובות, ככרות, בניינים ואתרים."
205506,מיזוג אוויר - מבוא,1.5,"הקורס יימשך 7 שבועות. הגדרות בסיסיות: קירור, איוורור, סינון, הרטבה וייבוש האוויר. שיטות מיזוג אוויר שונות: תעלות ומערכות מרכזיות, יחידות אינדוקציה, שיטות הנפחים המשתנים, שיטות התעלה הכפולה וכו'. הערכות סטטיסטיות של עומסים תרמיים והספקי היחידות. דוגמאות וסכמות למתקני מיזוג אוויר בתנאים שונים ושילובם בבנין."
205507,אקוסטיקה - מבוא,1.5,הקורס יימשך 7 שבועות. רקע כללי באקוסטיקה ויחידות טכניות. חומרים אקוסטיים. אקוסטיקה של חללים קטנים. בידוד אקוסטי על ידי קירות. פתחים. רצפות. תקנים. אולמות.
205510,בטיחות ונגישות במבנים וסביבתם,2,"האדריכל כמחולל בטיחות, בטחון ונגישות במבנה ובסביבתו. הגדרות, סיווג סיכונים, עקרונות יסוד ותחיקה. בטיחות שהייה ותנועה. בטיחות אש ומילוט: דרכי גישה וסביבת הבניין, מילוט וחילוץ, אגפי בטיחות וחללים מוגנים. עמידות אש לתת-מערכות ולחומרי בנין. אחסון חומרים דליקים, מערכות לגילוי וכיבוי. שילוט ותאורה לחירום. בטיחות בבנינים גבוהים. בנייה ביטחונית ומוגנת. דרישות משתנות של אוכלוסיות בעלות צרכים מגוונים ושוויון זכויות לאנשים עם מוגבלות."
205622,פרויקט מיוחד 3ג',3,בעיה מיוחדת בתכנון ארכיטקטוני. נושא ג'.%
205625,פרויקט מיוחד 4ג',2,בעיה מיוחדת בתכנון ארכיטקטוני. נושא ג'.%
205635,תכנון בנינים סולרים ביואקלימים,5,"תכנון המיישם גישות לחיסכון באנרגיה ולניצול אנרגית השמש ברמות שונות: בנייה ביו-אקלימית, שימור אנרגיה, מערכות סולריות פסיביות לחימום ולקירור, אוורור טבעי והצללת בניינים. התנסות בתהליך התכנון של בניינים סולריים-ביואקלימיים. דגש על תכנון ברמת הבינוי והבניין, בחירת חומרי מעטפת הבניין ופיתוח מערכות סולריות פסיביות לחימום ולקירור ושילובן במבנה."
205665,סטודיו 1,5,"הקורס, כמבואה לעולם המקצועי, עוסק בהקניית ארגז כלים ראשוני להכרת מושג החלל, דרך תרגילים קונספטואליים ומעשיים בסוגיות חומר, צורה תפקוד וחוויה."
205667,סטודיו 3,5,תכנון מבנה בהקשר סביבתי. חשיפה מובנית לחוליות מרכזיות בתהליך התכנון תך הקניית כלי חשיבה ועבודה מתוך אחריות ומחויבות לתוצאה מנומקת.
205696,נושאים מיוחדים בארכי' 3א,1,"הסילבוס יקבע ע""י מורה המקצוע באישור הדיקן, לפני תחילת הסמסטר בו ינתן המקצוע."
205718,נושאים במיחשוב ארכיטקטוני,2,"נושאים שונים הקשורים לשימושי מחשב בארכיטקטורה. הסילבוס ייקבע ע""י מורה המקצוע באישור הדיקן, לפני תחילת הסמסטר בו יינתן המקצוע."
205721,נושאים מיוחדים בארכיטקטורה 3ד',1,"הסילבוס יקבע ע""י מורה המקצוע באישור הדיקן לפני תחילת הסמסטר בו ינתן המקצוע."
205813,הבעה גרפית,2,"הקניית יכולת בסיסית בהבעה וחשיבה גרפית בארכיטקטורה. הבעה גרפית באמצעים שונים לתאור המרחב. יכולת הבעה וחשיבה גרפית ביד חופשית וברישום ארכיטקטוני לעריכה וכיתוב, צבע, אור וצל. אמצעים וטכניקות הגשה."
205819,סדנאות מדיה 1ג',1,"הקורס מחולק לשלושה חלקים, בכל שליש ניתן יהיה לבחור סדנה מרוכזת של כלים ומיומנויות מתוך מגוון נושאים, ביניהם: רישום, שרטוט אדריכלי, מידול תלת ממדי, בניית מודלים, ייצור מבוסס מחשב- חיתוך לייזר, סריקה תלת ממדית, גרפיקה- בסיסי."
205824,סדנאות מדיה 2 א',1,"הקורס מחולק לשלושה חלקים, בכל שליש ניתן יהיה לבחור סדנה מרוכזת של כלים ומיומנויות מתוך מגוון נושאים ביניהם: תכנון פרמטרי, ייצור בעזרת מחשב - CNC והדפסה תלת מימדית, הדמיה אדריכלית, אנימציה, ווידאו, פרזנטציה, גרפיקה - מתקדם."
205826,סדנאות מדיה 2 ג',1,"הקורס מחולק לשלושה חלקים, בכל שליש ניתן יהיה לבחור סדנה מרוכזת של כלים ומיומנויות מתוך מגוון נושאים ביניהם: תכנון פרמטרי, ייצור בעזרת מחשב - CNC והדפסה תלת מימדית, הדמיה אדריכלית, אנימציה, ווידאו, פרזנטציה, גרפיקה - מתקדם."
205828,סדנאות מדיה 2ה',1,"הקורס מחולק לשלושה חלקים, בכל שליש ניתן יהיה לבחור סדנה מרוכזת של כלים ומיומנויות מתוך מגוון נושאים, ביניהם: תכנון פרמטרי, ייצור בעזרת מחשב - CNC והדפסה תלת ממדית, הדמיה אדריכלית, אנימציה, ווידאו, פרזנטציה, גרפיקה - מתקדם."
205873,עיצוב בסיסי 4,3,המשך לעיצוב בסיסי 2 או 3 תוך עליה במורכבות הבעיה הן מבחינה מעשית והן מבחינה עיצובית.%
205874,אומנות ניסויית 1,2,"מטרת הקורס היא מציאת דרכים ואמצעים חדשים להפיכת האומנות על כל ביטוייה, לחלק אורגני של הארכיטקטורה המודרנית, ניתוח תאורטי וניסויים.%"
205878,עיצוב בסיסי 1 א',3,"הקניית מושגים בסיסיים בעיצוב תוך רכישת מיומנות באמצעי הבעה אמנותיים. נושאי ההוראה: 1. הכרת צורות וקומפוזיציות במרחב הדו ממדי והתלת ממדי. 2. פיתוח יכולות בביטוי חזותי לתכונות הפיסיקליות של גופים מצויים ושתולים במרחב קיים. 3. הכרת אמצעי הבעה מסוגים שונים מתוך האמנות הפלסטית- רישום, צילום, אמצעי הבעה תלת ממדיים, בטכניקות ובחומרים שונים. במסגרת הקורס ניתן לבחור בין סדנאות בנושאים שונים."
205922,"התבוננות, דיגום ויצוג 1",2,"היכרות עם טכנולוגיות, שיטות לייצוג המרחב ודיגום צורה אדריכלית וירטואלית ןיזית. במסגרת הקורס תסקר התפתחות הטכנולוגיות והשיטות ויוצגו באופן כללי. הכלים והשיטות העיקריים בהם נעשה שימוש בפרקטיקה תוך התמקדות בשיטות רישום, שרטוט ומידול תלת מימדי. לימוד מעמיק של כלים ושיטות נבחרות יבוצע במסגרת סדנאות המדיה."
205924,שרטוט דיגום ותצוגה מתקדם,2,לא מוגדר תאור
205928,שיטות מיפוי וניתוח המרחב,2,"מטרת הקורס היא לימוד שיטות מגוונות למיפוי וניתוח המרחב לצורך הבנת המרחב והפשעתו על התכנון העתידי. ילמדו שיטות וכלים המאפשרים ניתוח פרמטרים קיימים המשפיעים על המרחב כגון: צפיפות, מרווחי בינוי, גובה הבינוי, ניתוח שימושים בקומת הקרקע ובמפלסי הבינוי, היבטים של פרטיות, נראות, ביטחון, בטיחות ועוד."
205980,נושאים נבחרים  בארכיטקטורה,2,לימוד נושא מוגדר הקשור לאחד המקצועות אשר בתוכנית הלימודים. הלימוד הוא בהנחית המורה האחראי לאותו המקצוע.  על הסטודנט להקדיש למקצוע 50 שעות בקירוב במשך סמסטר או חלק ממנו.
206001,סמינר בשיטות תכנון יצירתיות,3,"חקירת תהליך ושיטות התכנון שניתן להשתמש בהן להגברת הפוטנציאל בחדשנות בכל אחד משלביו.  אלה כוללים טכניקות לזיהוי בעיות ולהבנת פרשנות אינטואיטיבית מהירה, תכנון אסטרטגי, טרנספורמציה, יצירת מושגים והערכה.  הטכניקות מסווגות במונחים של מקומן בתהליך, הפוטנציאל החדשני והיצירתי שלהן, תועלתן ליחידים ולקבוצות והפוטנציאל שלהן בעירוב הצרכן בתהליך.  למרות שהשיטות ניתנות ליישום במרבית מקצועות התכנון המובאות מתייחסות לנושאים ארכיטקטונים.%"
206003,נושאים נבחרים בארכיטקטורה-שימור 1,3,"הסילבוס יקבע על ידי המורה, באישור ועדת לימודי תארים מתקדמים של המסלול, לפני תחילת הסמסטר בו יינתן הקורס."
206009,נושאים בארכ.-היסטוריה ותיאוריה 2,3,"הסילבוס יקבע על ידי המורה, באישור ועדת לימודי תארים מתקדמים של המסלול, לפני תחילת הסמסטר בו יינתן הקורס. סמסטר א' תשע""ז: סדנא עירונית: סוגיות עכשוויות בעיצוב המרחב ההיסטורי של ירושלים."
206046,תכן רעיוני של מבנים,3,"התכן הרעיוני כנקודת מוצא ליצירת מבנה. חלקו של האדריכל בפתרון ההנדסי. שיתוף הפעולה בין האדריכל למהנדס. קבלת החלטות בשלבים הראשונים של הפרוייקט והשפעתן על התכן הסופי של המבנה והפרוייקט השלם. סיווג נתונים לפי חשיבותם בשלבים ההתחלתיים של התכן. ניתוח הגורמים המשפיעים על איכות הפתרון, כגון - סכימה סטטית, חומרים, שיטות ביצוע, קיים, כלכליות. שימושי מחשב בשלב התכנון הרעיוני. איטרציות של התכנון."
206061,סטודיו נושאי מיוחד 1,1,"סדנה לימודית הכוללת 26 שעות סטודיו. מסגרת הוראה לאורחים לטווח קצר סמסטר א' תש""ף: סדנת אוצרות במרחב הציבורי הלא מוזיאלי."
206072,נושאים נבחרים בארכיטקטורה 6,1,סדנה לימודית הכוללת 13 שעות הרצאה. מסגרת הוראה לאורחים לטווח קצר
206075,קיימות בראיה כוללת,3,"תיאוריה, גישות ומגמות בתכנון בר-קיימא. הנושאים הסביביתיים בהדגש התפיסה ההוליסטית וראיה רב-מערכתית לקיימות. דרכי יישום הרעיונות בתחום הקיימות באמצעות תקדימים עדכניים, מקנה מידה עירוני לקנה מידה בנייני ומהתאוריה למעשה. תוצאות למידה: בסיום הקורס הסטודנט יהיה מסוגל 1. יכיר את נושא הקיימות. 2. ידע את החומר התיאורטי לפיתוח כלים תכנוניים. 3. ידע להשתמש בכלים לתכנון מקיים בראיה כוללת ברמות מקנה מידה עירוני לקנה מידה בנייני. 4. ידע לבצע עבודה סמינריונית באמצעות חקר ספרות ובחינת תקדימים מהארץ ומהעולם. ומהעולם."
206080,קריאה תרבותית של המרחב העירוני,3,"פתוח כלים לקריאה אלטרנטיבית של המרחב העירוני, המדגישים את הדרכים המגוונות בהן נטען מרחב זה במשמעות ויוצר זהות למשתמשים שונים. אופני הטיפול בחלל העירוני בכלים ושיטות בעיצוב עירוני, מאותגרים באמצעות תיאוריות עדכניות מתחום לימודי התרבות."
206095,פוליטיקה של האדריכלות הישראלית,3,"כוחה של האדריכלות בעיצוב זהות לאומית כתופעה טבעית, מהותית ומחויבת המציאות. יחסי הגומלין בין ידע מקצועי לכוח פוליטי בהבניתה של אדריכלות ישראלית. תפיסות מרכזיות באדריכלות המדינה - מודרניזציה, התיישבות, מקומיות והיסטוריה/זיכרון/זמן ומקומם בעיצוב הנוף הישראלי מ- 8491 ועד היום."
206101,אדריכלות חוקרת,2,"בניית עמדה מושגית ותכנונית המאתגרת ומחדשת את העשייה הארכיטקטונית העכשווית. בניית מתודולוגיה מחקרית ותכנונית והבנת היחס בניהם, פירוט המניפסט של הפרויקט, פיתוח תזה ממחקר מפורט ועד תיאור התכנון הארכיטקטוני."
206111,סטודיו 9 -פרויקט גמר,5,"תכנון העונה לנושא/דיון/רעיון נבחר ברמה של בניית קונספט. הסטודנט יפתח עמדה תכנונית בנוגע ליחסים הרלוונטיים לנושא הפרויקט, כגון היחס בין קנה מידה עירוני לקנה מידה בנייני.% הפרויקט מלווה בקורס עיוני תומך תזה.% תוצאות למידה:% הסטודנט יהיה מסוגל:% 1.לגבש שיטה-כלי-אסטרטגיה ולטעון טענה מרחבית המבוססת על דיון בנושא/קונטקסט וידע אדריכלי.% 2.לפתח כלים חדשניים ומקוריים לדיון, לזהות ולהשתמש באמצעים רלוונטים המתאימים להתערבות, לנקוט עמדה וליישם טענה מרחבית דרך הכלי שנבחר.%"
206171,סטודיו נושאי אינטגרטיבי,5,"מחקר דרך תכנון ( RESEARCH BY DESIGN ): פיתוח נושא/דיון/ רעיון דרך כלים ארכיטקטוניים, תוך שימוש במתודולוגיית מחקר המובילה לעמדה תכנונית ביקורתית ביחס לסוגיות עכשוויות. % בחירה מתוך מגוון נושאים המוצעים במסגרת נתיב או אחרים. הסטודיו מלווה בקורס עיוני תומך. תוצאות למידה: בסיום הסטודיו הסטודנט יהיה מסוגל: להשלים תהליך של תכנון אדריכלי תוך שימוש במחקר דרך תכנון ( RESEARCH BY DESIGN )ושימוש בכלים ארכיטקטוניים לפיתוח ביקורתי של נושאים ורעיונות."
206172,סטודיו נושאי אדריכלות בר-קימא,5,"מחקר דרך תכנון ( RESEARCH BY DESIGN ) : פיתוח נושא/דיון/ רעיון דרך כלים ארכיטקטוניים, תוך שימוש במתודולוגיית מחקר המובילה לעמדה תכנונית ביקורתית ביחס לסוגיות עכשוויות.% בחירה מתוך מגוון נושאים המוצעים במסגרת נתיב או אחרים. הסטודיו מלווה בקורס עיוני תומך. תוצאות למידה:% בסיום הסטודיו הסטודנט יהיה מסוגל: להשלים תהליך של תכנון אדריכלי תוך שימוש במחקר דרךתכנון. ( RESEARCH BY DESIGN ) ושימוש בכלים ארכיטקטוניים לפיתוח ביקורתי של נושאים ורעיונות. סמסטר ב' תשע""ט: 8402 MICRO ISAREL."
206173,סטודיו נושאי שימור,5,"מחקר דרך תכנון ( RESEARCH BY DESIGN ): פיתוח נושא/ דיון/ רעיון דרך כלים ארכיטקטוניים, תוך שימוש במתודולוגיית מחקר המובילה לעמדה תכנונית ביקורתית ביחס לסוגיות עכשוויות. בחירה מתון מגוון נושאים המוצעים במסגרת נתיב או אחרים. הסטודיו מלווה בקורס עיוני תומך. תוצאות למידה:% בסיום הסטודיו הסטודנט יהיה מסוגל: להשלים תהליך של תכנון אדריכלי תוך שימוש במחקר דרך תכנון ( RESEARCH BY DESIGN ) ושימוש בכלים ארכיטקטוניים לפיתוח ביקורתי של נושאים ורעיונות."
206174,סטודיו נושאי עיצוב עירוני,5,"מחקר דרך תכנון (RESEARCH BY DESIGN): פיתוח נושא/דיון/ רעיון דרך כלים ארכיטקטוניים, תוך שימוש במתודולוגיית מחקר המובילה לעמדה תכנונית ביקורתית ביחס לסוגיות עכשוויות. % בחירה מתון מגוון נושאים המוצעים במסגרת נתיב או אחרים. הסטודיו מלווה בקורס עיוני תומך. תוצאות למידה: בסיום הסטודיו, הסטודנט יהיה מסוגל: להשלים תהליך של תכנון אדריכלי תוך שימוש במחקר דרך תכנון ( RESEARCH BY DESIGN ). ושימוש בכלים ארכיטקטוניים לפיתוח ביקורתי של נושאים ורעיונות."
206175,"סטו' נוש' הסטוריה, תיאוריה וביקור",5,"מחקר דרך תכנון (RESEARCH BY DESIGN): פיתוח נושא/דיון/ רעיון דרך כלים ארכיטקטוניים, תוך שימוש במתודולוגיית מחקר המובילה לעמדה תכנונית, בניית עמדה ביקורתית ביחס לסוגיות עכשוויות. % בחירה מתון מגוון נושאים המוצעים במסגרת נתיב או אחרים. הסטודיו מלווה בקורס עיוני תומך. תוצאות למידה: בסיום הסטודיו:% הסטודנט יהיה מסוגל להשלים תהליך של תכנון אדריכלי תוך שימוש במחקר )RESEARCH BY DESIGN( ובדגש על שמוש בכלים ארכיטקטורניים לפיתוח ביקורתי של נושאים ורעיונות."
206176,סטודיו נושאי אדר' דיגיטלית,5,"מחקר דרך תכנון (RESEARCH BY DESIGN) : פיתוח נושא/ דיון/ רעיון דרך כלים ארכיטקטוניים, תוך שימוש במתודולוגיית מחקר המובילה לעמדה תכנונית ביקורתית ביחס לסוגיות עכשוויות.% בחירה מתון מגוון נושאים המוצעים במסגרת נתיב או אחרים. הסטודיו מלווה בקורס עיוני תומך. תוצאות למידה: בסיום הסטודיו:% הסטודנט יהיה מסוגל להשלים תהליך של תכנון אדריכלי תוך שימוש במחקר דרך תכנון )RESEARCH BY DESIGN( ושימוש בכלים ארכיטקטוניים לפיתוח ביקורתי של נושאים ורעיונות."
206561,תאורה בארכיטקטורה,3,"הקרינה הנראית:  דרישות אנוש לאור יום ולאור שמש בתוך המבנה. הסביב, החזות בחלל הבנוי.  תכנון החלונות בעיצוב קליפת הבנין. חדירת אור היום והקשר עם עומק וגובה החללים.  קריטריונים כמותיים ואיכותיים בתכנון תאורה.  סינוור.  כיווניות האור.  הרכב ספקטראלי.  שילוב התאורה הטבעית והמלאכותית בסביב החזותי. אור היום ואור השמש בתכנון עיר.  פעילות בחוץ ותאורה מלאכותית בשעות החשיכה.  תאורת נתיבי תנועה להולכי רגל ולכלי רכב, הדגשה והנחיה חזותית באמצעות האור.  תאורת רחובות, תאורת שטחים, תאורה של חזיתות מבנים ואתרים.%"
206567,בקרת הסביבה ומערכות בניין,4,"מערכות בניין לבקרת הסביבה. מערכות מיזוג אויר, אנרגיה, מים וביוב, איכות אויר, חשמל ואקוסטיקה. עקרונות פעולה ושילוב המערכות בבנין. הקשר בין מערכות המבנה למרכיביו האחרים והשילוב ביניהם. היבטים של חיסכון באנרגיה ומשאבים מתכלים בראיית מחזורי חיים ועקרונות הקיימות."
206808,תיאוריות של אדריכלות דיגיטלית,3,"נושאים: תיאוריה ומעשה בארכיטקטורה דיגיטלית מראשית שנות ה-90 ועד ימינו. השפעת המחקר על הזהוי והגדרה של מאפיינים ארכיטקטוניים ייחודיים באדריכלות הדיגיטלית  (כגון טקטוניקה, תגובתיות, דינמיות). היסודות התיאורטיים בשטחי המדע והטכנולוגיה המשפיעים על התחום, מושגים באדריכלות דיגיטלית ומקורות כתובים."
206823,נושאים נבחרים בעיצוב תעשייתי 4,3,"הסילבוס ייקבע על ידי המורה, באישור וועדת לימודי תארים מתקדמים של המסלול, לפני תחילת הסמסטר בו יינתן המקצוע. סמסטר ב' תשע""ז: עיצוב אתגרי סמסטר א' תשע""ט: העריסה האפריקאית: עיצוב ויצירה בת קיימא באפריקה. סמסטר א' תש""פ: אספקים שונים של עיצוב מערכות שירות ומוצר."
